	sample1	sample2	sample3	sample4	sample5	sample6	sample7
K07278	2.27519E-05	7.57832E-06	0.000193846	0.000151619	0.000201827	1.25361E-05	2.6935E-06
K07279	4.29837E-06	1.61902E-06	8.63952E-06	3.58224E-06	1.115E-05	3.79219E-06	1.31929E-06
K07280	1.96356E-05	6.54335E-07	7.22629E-05	9.5493E-05	8.98197E-05	1.0056E-07	4.07878E-07
K07281	8.10401E-07	1.15717E-08	2.92683E-07	9.46189E-07	3.02563E-07	6.59514E-06	2.14766E-08
K07282	0.000389402	0.000681777	0.000684362	0.000332822	0.000384765	0.00048918	2.40078E-05
K07283	2.19905E-06	2.22996E-07	1.68735E-07	6.9138E-07	1.00034E-08	4.98522E-07	6.02819E-08
K07284	0.000459637	0.000189363	0.000421602	0.000321075	0.000230182	9.19435E-05	0.000829953
K07285	2.78232E-05	6.12447E-05	0.000109493	7.41618E-05	7.78111E-05	2.67936E-05	1.46864E-06
K07286	1.18873E-05	1.40859E-06	0.000148448	8.92948E-05	0.000140428	1.11966E-06	5.12608E-06
K07287	1.79865E-05	1.95738E-05	0.000143529	0.000122999	0.00015218	4.62469E-06	2.9632E-06
K07288	1.60832E-05	5.87414E-06	1.49579E-05	2.86297E-05	4.88285E-05	5.01623E-06	4.06487E-06
K07289	6.56573E-06	1.25571E-06	3.82824E-06	4.05676E-05	2.6151E-06	3.20669E-06	1.70123E-06
K07290	8.20937E-06	1.43803E-06	5.46591E-07	1.74735E-06	8.72899E-07	1.01917E-06	2.17985E-06
K07291	9.87902E-10	2.07009E-09	1.47748E-08	3.21896E-08	5.79342E-08	2.97152E-07	2.14766E-08
K07292	2.94558E-07	7.68563E-07	2.7901E-08	5.54523E-08	9.23895E-09	2.02497E-08	0
K07293	1.9662E-06	4.07103E-06	3.12795E-07	8.31568E-07	6.66492E-07	1.15291E-06	4.58263E-07
K07294	1.44529E-08	7.02422E-08	5.19659E-09	7.13145E-09	5.78173E-10	3.9792E-09	0
K07295	6.28289E-07	1.05428E-06	2.39339E-07	2.1037E-06	4.71904E-07	3.38735E-07	3.30883E-08
K07296	1.06924E-05	3.50304E-06	7.53994E-06	4.76212E-06	2.96617E-05	7.18705E-06	3.64336E-07
K07297	6.82316E-06	1.07643E-05	6.16626E-07	3.00585E-06	7.54733E-07	1.38795E-06	1.22601E-07
K07298	1.73169E-06	4.04104E-06	1.04655E-07	2.49813E-07	3.12648E-07	6.28992E-07	2.56264E-08
K07299	1.76471E-06	3.37686E-06	4.44976E-08	9.05475E-08	4.03782E-07	1.7444E-06	3.73672E-08
K07300	7.14046E-05	5.76759E-05	2.73307E-06	1.08675E-05	1.02687E-06	2.87116E-06	3.34271E-06
K07301	2.56797E-05	7.12507E-06	2.90724E-05	5.17274E-05	7.06808E-05	0.000591678	1.61476E-05
K07302	6.7049E-06	7.95116E-07	2.81633E-06	3.90746E-06	8.74358E-06	7.37299E-06	2.80852E-06
K07303	3.91014E-06	1.63943E-06	1.45337E-06	2.7056E-06	3.97017E-06	3.36617E-06	2.58209E-06
K07304	0.000907873	0.000813939	0.000114281	0.000384319	0.000225789	0.000238534	0.000577401
K07305	0.00075049	0.000773591	0.000174509	0.000443414	0.000289486	0.000133016	0.000562974
K07306	0.000205389	0.000471863	4.90434E-06	8.9591E-06	8.1661E-06	8.71528E-06	2.15163E-06
K07307	0.000218455	0.000486643	8.01541E-06	1.2095E-05	9.51541E-06	2.24838E-05	2.11303E-06
K07308	3.41445E-05	7.12615E-05	6.90866E-06	6.31141E-06	6.82345E-06	2.26144E-06	8.53973E-07
K07309	1.67638E-05	3.45735E-05	3.32807E-06	1.1455E-06	6.89083E-06	2.64001E-06	5.28E-07
K07310	1.21084E-05	2.86674E-05	1.22752E-06	1.13909E-06	2.22206E-06	1.37563E-06	7.08526E-07
K07311	1.55913E-05	3.22327E-05	8.6482E-07	1.90889E-06	1.48074E-06	4.10585E-06	4.34961E-07
K07312	1.4948E-06	4.66419E-08	6.87024E-07	4.97943E-07	7.18689E-07	4.34016E-07	2.58579E-08
K07313	8.4239E-05	5.38112E-05	0.000442446	0.000205898	0.000174602	1.35747E-05	0.000386942
K07314	9.25542E-07	2.10419E-08	3.52141E-08	6.24424E-08	6.04003E-08	4.9977E-07	4.36356E-08
K07315	8.25829E-05	5.0199E-05	1.08038E-05	2.90271E-05	3.70309E-05	5.14469E-05	1.57523E-06
K07316	0.000153255	2.98963E-05	0.00010746	0.000170889	0.000138699	0.000124268	0.000213132
K07317	2.16563E-07	5.53291E-08	1.41953E-06	5.01522E-06	2.32536E-06	5.35504E-07	3.03976E-06
K07318	6.92663E-06	3.66534E-06	1.69207E-05	5.00877E-05	4.38012E-05	2.80168E-05	2.81249E-06
K07319	7.48256E-05	2.21513E-05	0.00014051	0.000267169	0.000159562	0.000324135	2.89744E-05
K07320	8.69708E-05	2.90861E-05	0.00017217	0.000176481	0.000204111	2.7791E-05	3.34652E-06
K07321	9.43286E-07	8.629E-07	1.09461E-05	6.00888E-06	3.87857E-06	4.02889E-05	1.49537E-06
K07322	0.000121436	5.45953E-05	0.000194043	0.000286366	0.000248136	0.000485575	9.90111E-06
K07323	2.76372E-05	1.42791E-05	0.000181989	0.000191249	0.00029435	5.94275E-06	1.23312E-06
K07324	0	0	0	8.77207E-10	1.61996E-10	4.40674E-10	0
K07325	0	9.25634E-10	1.91376E-08	1.79384E-08	9.6796E-08	7.14644E-08	0
K07326	7.98208E-06	4.83172E-07	4.89135E-05	3.86395E-05	5.05205E-05	1.94936E-06	1.70047E-06
K07327	8.91611E-08	4.51989E-08	3.17077E-07	3.32852E-07	5.37523E-07	4.13665E-07	2.31015E-08
K07328	2.00216E-06	1.80492E-06	1.65886E-07	1.07579E-06	5.98197E-07	8.37671E-07	3.176E-07
K07329	0	0	1.1328E-08	3.68014E-09	1.22064E-07	1.86496E-07	0
K07330	0	0	1.13743E-08	2.12102E-08	9.0859E-10	2.44163E-07	0
K07331	1.63418E-10	1.55537E-08	2.49558E-08	1.21544E-07	6.25086E-08	6.44892E-06	2.96016E-11
K07332	1.31554E-06	4.68007E-06	7.30126E-08	1.5867E-07	2.33936E-07	5.33772E-07	1.43312E-07
K07333	0	7.43633E-08	5.4421E-08	3.17878E-07	8.76972E-08	4.09719E-08	6.01731E-14
K07334	0.000140742	3.67877E-05	7.40681E-05	0.000213581	0.000200665	3.95374E-05	0.000321032
K07335	0.000322898	0.000675837	0.000485077	0.00022745	0.000317688	0.000104793	0.002358579
K07336	3.3951E-06	1.6857E-06	6.88372E-07	1.21349E-07	3.84282E-07	5.46473E-07	2.94436E-06
K07337	5.42193E-06	1.39126E-06	8.34569E-06	8.2489E-06	5.73868E-06	7.66756E-06	9.53189E-07
K07338	2.74377E-06	1.24579E-07	9.96675E-08	5.01946E-08	5.36988E-08	1.00639E-07	1.22595E-06
K07339	3.14456E-05	2.15954E-05	0.000263761	0.000168634	0.000126012	0.0001008	5.97868E-05
K07340	6.70287E-05	2.33547E-06	0.000126772	8.50284E-05	0.000113349	1.78007E-06	1.40188E-06
K07341	0.00010846	3.8944E-05	0.000137126	0.00022404	0.000218386	0.000151764	0.000533742
K07342	3.48922E-05	3.92661E-05	6.4848E-07	6.6863E-07	5.01263E-07	1.48149E-06	1.43773E-06
K07343	1.12039E-05	1.53109E-06	0.000113752	5.25112E-05	5.75441E-05	8.22356E-06	9.49593E-06
K07344	5.87442E-06	3.04714E-06	4.0679E-06	1.76735E-05	8.46143E-06	2.14431E-06	2.50346E-06
K07345	1.18708E-05	7.72498E-07	9.5364E-07	5.76515E-07	6.57171E-07	1.84682E-06	2.98787E-06
K07346	8.92806E-06	9.46545E-07	2.62126E-06	6.72903E-06	1.8357E-07	1.90326E-06	2.47568E-06
K07347	2.6548E-05	1.51979E-06	2.31165E-06	3.55349E-06	8.19377E-07	3.53013E-06	1.19976E-05
K07348	4.92349E-06	1.01522E-07	3.70777E-08	2.07882E-08	9.3644E-09	5.47801E-07	1.73982E-07
K07349	5.43553E-06	7.46791E-09	2.09502E-08	1.67761E-08	1.16477E-08	6.86806E-07	7.98558E-08
K07350	5.12657E-06	4.7756E-08	8.12908E-08	1.14027E-08	6.21656E-09	6.68018E-07	1.94782E-07
K07351	7.44632E-06	1.20925E-07	1.57288E-07	4.49354E-08	1.99932E-09	6.20351E-07	1.07208E-08
K07352	3.85665E-07	6.35077E-08	2.6408E-09	4.84524E-09	1.19273E-09	3.33891E-07	1.36766E-07
K07353	5.50016E-07	3.38307E-08	1.14818E-07	1.38316E-08	1.34689E-09	3.23275E-07	4.22592E-09
K07354	4.74818E-07	2.6477E-08	3.59844E-08	5.30737E-09	4.58712E-09	3.30353E-07	2.39269E-08
K07355	5.26842E-07	1.60893E-08	0	4.93354E-09	8.26678E-09	2.01678E-07	3.39263E-07
K07356	3.29898E-07	2.87416E-08	2.94592E-08	2.34744E-09	3.59939E-09	3.06095E-07	1.59944E-07
K07357	5.7032E-06	1.28824E-07	7.15564E-07	1.1103E-06	9.31288E-07	2.28606E-06	5.73833E-07
K07358	3.01517E-06	3.52381E-07	2.62328E-06	1.02087E-06	7.13233E-07	2.73827E-06	2.3723E-07
K07359	2.99902E-05	3.5989E-05	5.91287E-07	3.36479E-06	1.1986E-06	2.97547E-06	9.45962E-07
K07360	1.70305E-07	6.51305E-07	4.09162E-08	2.66934E-08	3.59235E-08	2.38831E-07	7.8893E-10
K07361	9.44147E-07	3.89046E-07	3.25179E-07	1.53547E-06	9.19354E-07	5.73944E-07	2.05172E-07
K07362	1.04917E-07	3.22792E-08	4.63955E-08	1.96822E-07	1.13513E-07	1.80614E-07	0
K07363	1.46324E-07	5.4252E-07	6.50538E-09	4.94225E-09	7.4476E-08	1.8838E-08	2.97539E-08
K07364	2.59348E-07	9.96135E-07	4.10321E-08	4.67965E-07	1.01527E-07	6.52105E-08	3.75651E-08
K07365	5.51315E-07	5.06696E-06	1.66711E-07	6.86376E-07	3.42969E-07	2.20467E-07	1.76603E-07
K07366	8.30852E-07	5.63877E-07	1.4263E-07	6.72264E-07	9.90728E-08	1.53231E-07	3.68825E-11
K07367	3.41372E-08	8.21637E-08	4.41754E-08	3.79996E-07	3.79853E-08	1.8855E-07	3.10561E-08
K07368	4.67105E-08	1.57037E-07	4.85977E-08	4.35729E-07	6.23557E-08	6.79003E-08	7.15098E-11
K07369	4.22757E-07	7.19326E-07	2.53498E-07	1.03164E-06	3.50731E-07	5.46912E-07	3.67399E-10
K07370	3.47683E-06	2.51889E-07	1.58762E-07	1.47876E-07	1.73878E-08	1.15009E-08	1.10666E-06
K07371	3.25117E-08	9.83132E-08	1.4201E-07	7.93334E-07	1.81374E-07	1.87018E-07	9.77403E-08
K07372	1.83011E-07	0	7.1601E-09	1.25678E-08	2.08242E-09	2.78799E-09	0
K07373	1.36493E-09	6.50339E-09	7.99361E-08	5.24226E-07	7.44319E-08	7.57171E-08	2.95991E-12
K07374	3.84157E-05	4.94726E-05	2.01498E-07	4.25735E-07	1.9719E-07	3.62055E-07	3.60119E-07
K07375	7.51474E-05	7.42281E-05	1.56128E-06	3.28254E-06	7.3469E-07	1.23554E-06	6.54849E-06
K07376	4.50857E-06	4.94067E-06	1.07695E-06	3.93868E-06	9.48603E-07	1.85505E-06	2.00113E-07
K07377	5.40549E-07	1.19918E-06	1.18834E-07	2.24619E-07	2.91578E-07	1.88885E-07	6.75033E-09
K07378	2.52286E-06	6.87347E-06	7.75928E-07	4.99986E-06	8.12111E-07	9.17175E-07	3.29722E-07
K07379	3.77422E-07	1.79246E-07	2.80108E-07	8.14379E-07	2.62827E-07	1.99939E-07	2.56399E-08
K07380	6.20553E-08	1.4627E-07	4.31254E-08	2.32951E-07	8.97741E-08	2.5512E-08	2.40076E-08
K07385	1.47477E-08	6.01808E-10	1.90288E-08	4.67476E-09	1.67041E-08	1.94805E-07	0
K07386	0.000560107	0.000611062	0.000584486	0.00061305	0.00046463	0.000499761	0.002045542
K07387	3.13497E-05	5.51091E-06	0.000124663	0.000206031	0.000166528	0.000389392	5.92957E-06
K07388	0	5.0688E-09	5.60324E-09	2.08353E-08	3.14158E-09	2.20339E-07	0
K07389	5.0006E-07	5.28429E-07	5.95816E-07	2.20621E-06	1.31494E-06	5.14399E-06	3.83009E-08
K07390	9.77218E-05	0.000102229	0.00018181	0.0002119	0.000204051	2.30521E-06	4.06977E-06
K07391	0.000591733	0.000668075	0.000382588	0.000732065	0.000731283	0.000778145	0.000109812
K07392	1.04401E-06	2.83217E-07	2.10703E-06	9.31687E-06	3.49686E-06	4.12745E-06	1.83328E-07
K07393	0.000238039	1.50803E-05	3.86173E-05	5.88419E-05	5.14981E-05	7.00499E-06	6.12128E-06
K07394	2.62729E-05	2.75604E-07	2.54684E-07	4.09741E-07	5.81153E-08	4.12653E-07	7.58954E-07
K07395	2.18031E-06	8.74431E-07	5.61235E-07	3.34258E-07	9.03931E-08	9.24652E-07	1.80788E-06
K07396	8.33188E-07	4.31121E-07	8.96742E-06	1.44081E-05	4.20178E-06	1.08521E-06	4.78345E-07
K07397	0.000226762	9.68727E-06	3.56841E-05	0.000173055	8.4439E-05	2.34205E-05	5.2973E-06
K07398	6.66985E-08	6.45419E-08	1.99097E-07	1.85588E-07	9.56637E-07	9.30662E-06	4.22794E-08
K07399	0.000452206	0.000530188	4.00967E-05	0.000222925	8.25922E-05	8.7303E-06	2.55304E-06
K07400	8.16026E-05	6.08596E-06	0.000164413	9.50847E-05	0.000131376	3.05518E-06	8.75417E-07
K07401	1.32983E-05	1.84398E-05	3.37784E-06	1.60565E-05	2.90147E-07	2.79634E-07	8.99779E-07
K07402	2.45211E-05	2.6976E-05	6.56354E-05	0.000108232	0.000297299	9.54047E-05	8.29642E-06
K07403	4.51039E-06	5.48962E-06	6.80748E-06	7.29445E-06	1.09809E-05	4.87044E-05	1.33759E-06
K07404	7.51547E-05	2.10769E-05	0.00041306	0.000119511	0.000153132	0.000157311	0.000826262
K07405	9.88847E-06	1.00644E-06	3.1984E-05	0.000142328	9.40244E-05	0.000335801	1.08718E-05
K07406	6.95762E-06	2.47821E-06	1.09634E-06	2.24514E-06	2.20544E-07	3.54521E-05	1.15103E-05
K07407	5.97855E-05	7.94414E-05	0.000174246	0.000222464	0.000130639	0.000967713	0.000371738
K07408	3.53124E-08	1.20999E-07	8.60045E-09	1.38888E-08	5.54976E-09	6.71043E-08	7.10428E-08
K07409	9.62097E-08	1.12144E-07	6.20041E-09	3.95402E-08	3.01584E-09	2.51673E-09	4.73491E-08
K07410	2.60499E-07	1.24181E-06	2.89698E-07	2.04821E-06	8.75647E-08	1.18908E-07	0
K07411	4.84088E-08	7.44714E-08	1.63277E-08	2.06318E-08	1.42756E-09	6.91827E-09	7.05496E-10
K07412	4.19425E-07	7.09486E-08	2.49446E-08	1.49655E-07	1.2194E-08	3.62169E-08	1.44784E-08
K07413	1.4519E-07	2.04454E-07	7.43045E-08	3.80173E-07	1.62104E-08	5.05605E-08	1.33279E-08
K07414	1.51592E-07	1.13429E-07	5.40948E-08	1.36673E-07	3.39377E-08	6.54109E-08	2.17334E-08
K07415	6.09572E-09	1.06767E-09	3.86887E-09	1.39536E-08	3.74358E-09	1.27666E-08	3.73916E-08
K07416	7.76886E-08	5.01248E-09	7.34246E-11	1.25985E-08	2.03325E-09	2.65993E-09	0
K07417	4.58043E-08	5.84591E-09	4.42689E-09	6.87293E-09	7.74277E-09	9.44987E-10	3.4092E-08
K07418	1.27381E-07	2.87854E-07	3.75138E-08	9.60081E-09	5.75867E-09	3.09871E-08	1.5974E-08
K07419	1.12159E-06	4.61833E-07	7.38433E-07	1.51035E-06	1.28555E-06	4.8625E-07	1.97698E-07
K07420	1.22727E-07	5.17135E-09	2.5728E-08	9.29908E-08	1.0012E-08	1.61936E-08	1.67615E-09
K07421	6.9617E-08	9.22922E-09	3.823E-09	1.40107E-09	1.01162E-09	5.05296E-09	0
K07422	6.61783E-07	4.56013E-07	2.05707E-07	9.81573E-07	1.6584E-07	1.21754E-07	7.41904E-08
K07423	1.18986E-07	6.94724E-08	7.67818E-08	2.98681E-07	3.72195E-08	1.12054E-07	2.27185E-07
K07424	2.57775E-06	6.68088E-06	9.01967E-08	7.38158E-08	6.24396E-08	1.59345E-06	4.1E-08
K07425	3.01375E-07	3.20144E-07	4.57962E-08	1.72257E-08	2.64577E-09	3.2996E-08	9.17711E-08
K07426	4.00502E-08	1.17483E-07	7.11273E-09	1.10441E-08	2.6559E-08	1.477E-08	5.77057E-08
K07427	3.30457E-07	2.08975E-06	1.72206E-08	2.08738E-07	2.88515E-08	4.58812E-08	2.85708E-08
K07428	1.9276E-07	5.57474E-07	1.03079E-07	4.54707E-09	1.03971E-08	1.9099E-08	1.26355E-08
K07429	6.40921E-08	2.17487E-09	1.14431E-09	4.58746E-11	0	5.3741E-09	0
K07430	1.43487E-06	1.46861E-07	1.41868E-07	3.25776E-07	5.41342E-08	5.96181E-08	4.49007E-07
K07431	7.83941E-08	1.19249E-08	7.91041E-09	5.3148E-09	4.21791E-09	1.11835E-08	0
K07432	2.85604E-06	5.21623E-06	1.33398E-07	2.12062E-07	2.14293E-07	1.16393E-06	8.41345E-07
K07433	0	3.05813E-09	2.94567E-09	1.8768E-08	8.95562E-10	7.49709E-08	0
K07434	3.85458E-09	5.04809E-09	1.00555E-08	5.72849E-09	2.33404E-09	1.00689E-08	3.56363E-12
K07435	1.25937E-07	3.65946E-08	6.60748E-08	7.22294E-07	1.15544E-07	7.28116E-08	1.10947E-09
K07436	3.60227E-07	3.70687E-07	3.84141E-09	5.20315E-08	1.72887E-08	1.9052E-08	3.16644E-08
K07437	0	1.01569E-08	3.89585E-08	1.11191E-08	1.30351E-08	1.61883E-08	0
K07438	0	1.21539E-07	2.26336E-08	2.23992E-07	7.82512E-08	2.62098E-08	0
K07439	1.50588E-10	1.14505E-08	4.6691E-08	2.45347E-08	2.0773E-07	2.83516E-08	5.83992E-09
K07440	3.16061E-07	3.57443E-07	2.0178E-08	8.77911E-08	2.30227E-08	1.70759E-08	1.84995E-07
K07441	7.77227E-06	1.41146E-05	1.60574E-06	3.96098E-06	8.07223E-07	1.10754E-05	1.60509E-05
K07442	0.000561434	0.000708543	4.89718E-05	0.00024873	8.94287E-05	4.02948E-06	6.81599E-05
K07443	2.14537E-05	9.86391E-06	2.58804E-05	6.04159E-05	9.06906E-05	0.000359825	5.53964E-06
K07444	0.000180883	0.000150141	0.000585984	0.000349879	0.000444628	0.000678305	0.000780258
K07445	2.6451E-06	1.12625E-06	6.16194E-06	7.3126E-05	6.63129E-06	8.54236E-06	1.45221E-07
K07446	2.73785E-07	9.78015E-08	1.0576E-06	3.62465E-06	2.88099E-06	3.08907E-06	1.45472E-06
K07447	0.000750509	0.000655323	0.000890281	0.000792968	0.000865357	0.00067661	0.001145472
K07448	4.85311E-05	4.53473E-06	5.54898E-05	0.000112128	5.97122E-05	5.25843E-05	8.31808E-05
K07449	0	2.33054E-08	9.31042E-08	1.79817E-08	1.13321E-07	4.40069E-06	0
K07450	3.02205E-05	1.85904E-05	1.45227E-05	1.25779E-05	4.90905E-05	2.16517E-05	7.31219E-05
K07451	7.79909E-07	6.1163E-07	7.47833E-07	1.21246E-06	2.35944E-06	3.83703E-06	9.8124E-07
K07452	1.19508E-05	1.89675E-06	3.30593E-05	6.15881E-05	7.44844E-05	4.16486E-05	9.27939E-07
K07453	9.93975E-06	3.15435E-06	1.43978E-06	8.88573E-07	2.27341E-06	1.27219E-05	8.83347E-07
K07454	2.15275E-05	2.34699E-06	7.10772E-06	2.30349E-05	3.02797E-06	1.39343E-05	8.3303E-07
K07455	5.32512E-05	1.29553E-05	7.98511E-05	4.24681E-05	3.42969E-05	0.00010402	7.83023E-06
K07456	0.000173503	0.000130767	0.000572793	0.000376604	0.000526763	0.000656993	0.00102076
K07457	9.1789E-05	5.83846E-05	2.01161E-05	0.000117021	5.42447E-05	3.8967E-06	5.63861E-05
K07458	2.90251E-05	7.43232E-06	3.07085E-05	0.000142147	4.64147E-05	0.000400281	2.32589E-05
K07459	3.97134E-05	5.31155E-05	2.58905E-05	7.21287E-05	5.50331E-05	4.32226E-05	2.93082E-05
K07460	0.000410427	0.000598385	0.00026293	0.00051244	0.000516656	0.000565887	5.0506E-05
K07461	0.000287958	0.000199406	0.000600657	0.000309119	0.000467921	0.000129848	0.000995035
K07462	0.00024383	0.000158775	0.000756682	0.000609018	0.000808169	0.000714491	0.000753936
K07463	1.45281E-06	3.26919E-07	4.04867E-07	1.50988E-06	7.73927E-07	2.32228E-06	9.14383E-06
K07464	2.96242E-05	4.28641E-05	0.000109394	0.000218404	0.000145978	0.000198433	1.1042E-05
K07465	0.000260699	5.55937E-05	1.71601E-05	0.00018044	3.4367E-05	3.71726E-06	5.44611E-07
K07466	2.95836E-05	3.25767E-05	1.41528E-06	5.68413E-06	1.53254E-06	4.25962E-06	1.77327E-06
K07467	2.99369E-05	1.02763E-05	0.000169677	5.53188E-05	0.000119522	7.32335E-05	0.000143885
K07468	3.37871E-08	0	9.59237E-09	1.05681E-08	9.09552E-09	3.10467E-06	0
K07469	4.21564E-07	5.39781E-08	4.27821E-07	6.31624E-07	1.52793E-06	3.90661E-06	4.78675E-08
K07470	2.67068E-06	1.23796E-06	3.47802E-08	6.55553E-08	1.03134E-09	5.67996E-07	3.06128E-07
K07471	9.23724E-07	2.81454E-07	6.32642E-08	1.31349E-08	9.981E-09	1.82481E-06	6.07476E-09
K07472	4.65001E-07	4.2407E-07	4.35945E-07	4.73263E-07	7.07885E-07	7.3035E-07	1.9125E-07
K07473	8.58727E-05	6.0573E-05	0.000339871	0.000288105	0.000398451	0.000316808	0.000806813
K07474	6.06346E-05	7.27821E-05	0.000106703	2.86602E-05	5.55759E-05	4.21386E-05	6.09496E-05
K07475	0	0	0	1.81939E-09	3.18252E-08	3.02414E-08	0
K07476	8.58376E-05	5.12513E-05	3.6002E-08	1.55374E-08	1.73556E-08	4.09793E-08	2.89633E-07
K07477	6.20791E-07	8.57705E-07	4.71134E-07	1.96494E-08	5.57642E-09	1.23192E-07	0
K07478	0.000795105	0.000754282	0.000814897	0.00093651	0.000942864	0.000777251	0.001157652
K07479	1.22366E-05	1.27196E-05	0.00017981	0.000105006	0.000143898	1.64283E-05	4.55179E-07
K07480	7.61255E-05	4.35502E-06	1.39906E-05	7.98215E-05	3.31973E-06	8.49404E-06	3.33154E-06
K07481	0.000107465	1.50122E-05	0.000523031	0.001650417	0.000608783	0.000162576	3.38574E-05
K07482	0.000361916	5.86788E-05	0.000301617	0.000854193	0.000405817	0.000204079	0.001569134
K07483	0.000777587	7.3924E-05	0.001536547	0.00055871	0.000789092	0.00021742	0.000699748
K07484	9.27479E-05	9.35547E-06	0.000124074	3.14469E-05	1.98405E-05	0.000533698	0.001383508
K07485	0.000207485	0.000108874	0.003231423	0.000433631	0.000799513	4.31248E-05	0.00012306
K07486	9.74432E-05	5.24629E-05	0.000269775	0.000561987	0.000263678	0.00015352	0.000697789
K07487	0.000974867	0.000744043	0.000594014	0.000164953	0.000295392	0.000857251	0.001066011
K07488	5.52053E-05	1.74189E-06	0.000219843	0.000638801	0.000363027	1.84323E-06	1.64124E-06
K07489	2.6651E-05	1.2928E-06	1.37013E-06	6.05373E-06	3.71976E-06	4.04502E-06	3.20537E-07
K07490	5.38185E-06	5.32325E-08	4.40219E-08	1.63128E-07	3.57484E-08	9.33364E-07	9.26367E-09
K07491	0.00045808	0.000481131	0.001351474	0.000716781	0.001751374	0.000778476	3.90445E-05
K07492	7.26523E-05	0.000141499	0.00012553	0.000346279	2.09116E-05	9.39732E-05	1.18107E-05
K07493	0.001408768	0.00013355	0.00016512	0.000301769	0.000538226	0.000849612	0.009250218
K07494	9.2787E-05	8.96458E-05	0.001032031	0.000436523	0.000117204	6.97656E-05	2.76956E-06
K07495	8.38524E-06	2.68231E-06	6.83525E-06	2.85039E-05	2.06515E-05	0.0002127	2.37685E-05
K07496	0.000507695	9.95281E-05	0.000424697	0.000707421	0.001913832	0.000427179	0.003847733
K07497	0.00309026	0.000842459	0.002683368	0.001978473	0.002127511	0.001330586	0.004784906
K07498	0.000998815	0.000870587	0.000163955	0.000216949	8.32343E-05	3.26022E-05	2.38225E-05
K07499	1.75086E-06	1.34346E-06	7.73246E-06	2.60599E-06	6.06082E-07	7.80302E-07	5.56542E-07
K07500	0	1.65322E-08	0	0	4.81532E-10	2.25307E-09	0
K07501	5.57022E-05	5.24816E-05	5.50991E-05	0.000215125	0.000108309	4.06024E-07	7.33425E-07
K07502	2.16829E-07	2.33059E-07	1.06928E-07	3.36831E-07	6.69475E-07	1.58895E-06	5.91615E-07
K07503	0.000614524	0.00066694	6.65835E-05	0.000309727	0.000138698	2.38061E-06	8.81328E-05
K07504	4.50995E-05	7.28951E-05	2.60559E-05	8.19822E-05	2.77467E-05	7.98443E-05	1.04868E-05
K07505	3.1159E-06	1.39226E-06	4.83346E-05	8.98833E-06	2.68943E-05	1.5902E-05	8.10862E-07
K07506	1.31284E-05	3.41584E-06	4.38706E-06	1.75592E-05	3.39013E-06	0.00015942	2.55525E-06
K07507	8.9759E-05	2.09774E-05	0.00029385	0.000245572	0.000262415	0.00045888	0.001378946
K07508	2.38397E-05	2.33264E-05	8.68606E-07	1.59038E-06	1.40691E-06	7.95435E-07	1.61003E-05
K07509	4.6736E-07	2.29335E-06	2.00467E-08	8.35453E-08	7.91092E-08	4.8646E-08	8.33818E-07
K07511	9.07139E-06	6.69329E-06	5.09314E-07	1.14371E-06	8.64856E-07	2.04452E-06	3.61645E-07
K07512	7.46923E-06	8.72245E-06	1.27721E-07	5.2218E-07	1.70385E-07	1.40663E-06	6.07733E-07
K07513	1.11285E-05	1.04425E-05	2.46138E-07	1.98838E-07	2.74521E-07	2.75428E-07	4.10672E-06
K07514	1.87153E-07	3.24129E-08	1.24772E-07	3.54755E-07	9.76801E-08	1.4409E-07	2.75897E-08
K07515	1.41393E-06	2.67388E-06	3.03659E-07	9.94661E-07	4.4132E-07	5.13929E-07	1.5373E-07
K07516	0.000102474	5.65682E-05	1.78889E-06	1.01702E-06	9.04398E-07	3.16366E-06	1.89934E-06
K07518	1.33706E-07	2.57561E-08	1.13282E-07	6.00068E-08	7.38197E-09	4.73485E-08	2.6633E-07
K07519	3.27028E-06	2.85496E-07	2.30829E-07	1.81166E-06	4.17673E-07	2.16835E-07	4.91786E-07
K07520	1.37309E-06	3.75166E-06	9.64934E-08	4.55676E-07	2.50545E-07	3.95942E-07	3.70044E-08
K07521	1.61096E-06	9.13641E-07	3.98047E-07	2.51455E-06	7.73671E-07	1.22318E-06	1.0905E-07
K07522	3.51126E-07	8.44236E-08	3.36065E-08	2.39718E-07	5.31537E-08	8.71475E-08	4.52743E-10
K07523	1.75654E-08	1.75863E-07	5.87535E-09	1.9819E-08	1.3854E-08	4.28689E-08	2.86678E-09
K07524	3.56468E-07	7.44537E-07	9.43462E-08	7.18974E-07	1.28913E-07	1.48878E-07	4.33752E-08
K07525	2.54429E-06	5.59075E-06	2.94037E-07	2.16596E-06	5.19349E-07	3.82928E-07	1.12624E-07
K07526	1.06383E-06	1.00283E-06	1.80238E-07	1.01539E-06	1.84501E-07	4.22981E-07	2.27956E-07
K07527	1.58491E-07	3.5885E-07	6.00559E-09	5.41814E-09	1.25226E-08	7.12153E-08	2.62787E-08
K07528	7.95067E-08	2.7152E-07	3.91122E-08	9.48859E-08	1.35595E-07	1.10484E-07	3.26185E-08
K07529	8.4385E-08	1.12567E-07	1.019E-07	5.06338E-07	1.38498E-07	2.49307E-07	4.33663E-08
K07530	3.21081E-07	1.80946E-07	1.02452E-10	6.24791E-09	1.94004E-09	4.04056E-09	1.01113E-08
